chapter_id,part_number,chapter_number,title,title_tsv
434,3,62,"u Nutrition, Food Security, and Health",and food health nutrition security u
435,3,62,"u Nutrition, Food Security, and Health",and food health nutrition security u
436,3,62,"u Nutrition, Food Security, and Health",and food health nutrition security u
437,3,62,"u Nutrition, Food Security, and Health",and food health nutrition security u
438,3,62,"u Nutrition, Food Security, and Health",and food health nutrition security u
439,3,63,u Refeeding Syndrome,refeeding syndrome u
440,3,64,u Malnutrition in High-­Resource Settings,high in malnutrition resource settings u
441,3,64,u Malnutrition in High-­Resource Settings,high in malnutrition resource settings u
442,3,64,u Malnutrition in High-­Resource Settings,high in malnutrition resource settings u
443,3,65,u Overweight and Obesity,and obesity overweight u
444,3,65,u Overweight and Obesity,and obesity overweight u
445,3,65,u Overweight and Obesity,and obesity overweight u
446,3,65,u Overweight and Obesity,and obesity overweight u
447,3,65,u Overweight and Obesity,and obesity overweight u
448,3,65,u Overweight and Obesity,and obesity overweight u
449,3,66,u Vitamin A Deficiencies and Excess,a and deficiencies excess u vitamin
450,3,66,u Vitamin A Deficiencies and Excess,a and deficiencies excess u vitamin
451,3,66,u Vitamin A Deficiencies and Excess,a and deficiencies excess u vitamin
452,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
453,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
454,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
455,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
456,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
457,3,67,u Vitamin B Complex Deficiencies and Excess,and b complex deficiencies excess u vitamin
458,3,68,u Vitamin C (Ascorbic Acid) Deficiency and Excess,acid and ascorbic c deficiency excess u vitamin
459,3,69,u Vitamin D Deficiency (Rickets) and Excess,and d deficiency excess rickets u vitamin
460,3,69,u Vitamin D Deficiency (Rickets) and Excess,and d deficiency excess rickets u vitamin
461,3,69,u Vitamin D Deficiency (Rickets) and Excess,and d deficiency excess rickets u vitamin
462,3,69,u Vitamin D Deficiency (Rickets) and Excess,and d deficiency excess rickets u vitamin
463,3,71,u Vitamin K Deficiency,deficiency k u vitamin
464,3,72,u Micronutrient Mineral Deficiencies,deficiencies micronutrient mineral u
465,3,73,u Electrolyte and Acid-­Base Disorders 487,487 acid and base disorders electrolyte u
466,3,73,u Electrolyte and Acid-­Base Disorders 489,489 acid and base disorders electrolyte u
467,3,73,u Electrolyte and Acid-­Base Disorders 491,491 acid and base disorders electrolyte u
468,3,75,"outlines a detailed approach to the child with hypernatremic dehydration. Acute, severe hypernatremia, usually secondary to",a acute approach child dehydration detailed hypernatremia hypernatremic outlines secondary severe the to usually with
469,3,73,u Electrolyte and Acid-­Base Disorders 493,493 acid and base disorders electrolyte u
470,3,73,u Electrolyte and Acid-­Base Disorders 495,495 acid and base disorders electrolyte u
471,3,73,u Electrolyte and Acid-­Base Disorders 497,497 acid and base disorders electrolyte u
472,3,73,u Electrolyte and Acid-­Base Disorders 499,499 acid and base disorders electrolyte u
473,3,73,u Electrolyte and Acid-­Base Disorders 501,501 acid and base disorders electrolyte u
474,3,73,u Electrolyte and Acid-­Base Disorders 503,503 acid and base disorders electrolyte u
475,3,73,u Electrolyte and Acid-­Base Disorders 505,505 acid and base disorders electrolyte u
476,3,73,u Electrolyte and Acid-­Base Disorders 507,507 acid and base disorders electrolyte u
477,3,73,u Electrolyte and Acid-­Base Disorders 509,509 acid and base disorders electrolyte u
478,3,73,u Electrolyte and Acid-­Base Disorders 511,511 acid and base disorders electrolyte u
479,3,73,u Electrolyte and Acid-­Base Disorders 513,513 acid and base disorders electrolyte u
480,3,73,u Electrolyte and Acid-­Base Disorders 515,515 acid and base disorders electrolyte u
481,3,73,u Electrolyte and Acid-­Base Disorders 517,517 acid and base disorders electrolyte u
482,3,73,u Electrolyte and Acid-­Base Disorders 519,519 acid and base disorders electrolyte u
483,3,73,u Electrolyte and Acid-­Base Disorders 521,521 acid and base disorders electrolyte u
484,3,73,u Electrolyte and Acid-­Base Disorders 523,523 acid and base disorders electrolyte u
485,3,74,u Maintenance and Replacement Therapy,and maintenance replacement therapy u
486,3,74,u Maintenance and Replacement Therapy,and maintenance replacement therapy u
487,3,75,u Deficit Therapy,deficit therapy u
488,3,75,u Deficit Therapy,deficit therapy u
489,3,76,u Fluid and Electrolyte Treatment of Specific Disorders,and disorders electrolyte fluid of specific treatment u
490,3,77,u Emergency Medical Services for Children,children emergency for medical services u
491,3,77,u Emergency Medical Services for Children,children emergency for medical services u
492,3,77,u Emergency Medical Services for Children,children emergency for medical services u
493,3,77,u Emergency Medical Services for Children,children emergency for medical services u
494,3,77,u Emergency Medical Services for Children,children emergency for medical services u
495,3,77,u Emergency Medical Services for Children,children emergency for medical services u
496,3,77,u Emergency Medical Services for Children,children emergency for medical services u
497,3,78,u Triage of the Acutely Ill Child,acutely child ill of the triage u
498,3,78,u Triage of the Acutely Ill Child,acutely child ill of the triage u
499,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
500,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
501,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
502,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
503,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
504,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
505,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
506,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
507,3,79,u Pediatric Cardiorespiratory Emergencies and Resuscitation,and cardiorespiratory emergencies pediatric resuscitation u
508,3,80,u Acute Care of Multiple Trauma,acute care multiple of trauma u
509,3,80,u Acute Care of Multiple Trauma,acute care multiple of trauma u
510,3,80,u Acute Care of Multiple Trauma,acute care multiple of trauma u
511,3,80,u Acute Care of Multiple Trauma,acute care multiple of trauma u
512,3,81,u Spinal Cord Injuries in Children,children cord in injuries spinal u
513,3,82,u Neurologic Emergencies and Stabilization,and emergencies neurologic stabilization u
514,3,82,u Neurologic Emergencies and Stabilization,and emergencies neurologic stabilization u
515,3,82,u Neurologic Emergencies and Stabilization,and emergencies neurologic stabilization u
516,3,82,u Neurologic Emergencies and Stabilization,and emergencies neurologic stabilization u
517,3,83,u Brain Death: Death by Neurologic Criteria,brain by criteria death neurologic u
518,3,84,u Syncope,syncope u
519,3,84,u Syncope,syncope u
520,3,84,u Syncope,syncope u
521,3,84,u Syncope,syncope u
522,3,85,u Shock,shock u
523,3,85,u Shock,shock u
524,3,85,u Shock,shock u
525,3,85,u Shock,shock u
526,3,85,u Shock,shock u
527,3,85,u Shock,shock u
528,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
529,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
530,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
531,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
532,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
533,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
534,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
535,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
536,3,86,u Acute Care of Respiratory Distress and Failure,acute and care distress failure of respiratory u
537,3,87,u Altitude-­Associated ­Illness in Children,altitude associated children illness in u
538,3,87,u Altitude-­Associated ­Illness in Children,altitude associated children illness in u
539,3,87,u Altitude-­Associated ­Illness in Children,altitude associated children illness in u
540,3,88,u Drowning and ­Submersion Injury,and drowning injury submersion u
541,3,88,u Drowning and ­Submersion Injury,and drowning injury submersion u
542,3,88,u Drowning and ­Submersion Injury,and drowning injury submersion u
543,3,88,u Drowning and ­Submersion Injury,and drowning injury submersion u
544,3,88,u Drowning and ­Submersion Injury,and drowning injury submersion u
545,3,89,u Burn Injuries,burn injuries u
546,3,89,u Burn Injuries,burn injuries u
547,3,89,u Burn Injuries,burn injuries u
548,3,89,u Burn Injuries,burn injuries u
549,3,89,u Burn Injuries,burn injuries u
550,3,90,u Cold Injuries,cold injuries u
551,3,90,u Cold Injuries,cold injuries u
552,3,90,u Cold Injuries,cold injuries u
553,3,90,u Cold Injuries,cold injuries u
554,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
555,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
556,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
557,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
558,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
559,3,91,u Anesthesia and ­Perioperative Care,and anesthesia care perioperative u
560,3,93,u Pediatric Pain Management,management pain pediatric u
561,3,93,u Pediatric Pain Management,management pain pediatric u
562,3,93,u Pediatric Pain Management,management pain pediatric u
563,3,93,u Pediatric Pain Management,management pain pediatric u
564,3,93,u Pediatric Pain Management,management pain pediatric u
565,3,93,u Pediatric Pain Management,management pain pediatric u
566,3,93,u Pediatric Pain Management,management pain pediatric u
567,3,93,u Pediatric Pain Management,management pain pediatric u
568,3,93,u Pediatric Pain Management,management pain pediatric u
569,3,93,u Pediatric Pain Management,management pain pediatric u
570,3,93,u Pediatric Pain Management,management pain pediatric u
571,3,93,u Pediatric Pain Management,management pain pediatric u
572,3,94,u Poisoning,poisoning u
573,3,94,u Poisoning,poisoning u
574,3,94,u Poisoning,poisoning u
575,3,94,u Poisoning,poisoning u
576,3,94,u Poisoning,poisoning u
577,3,94,u Poisoning,poisoning u
578,3,94,u Poisoning,poisoning u
579,3,94,u Poisoning,poisoning u
580,3,94,u Poisoning,poisoning u
581,3,94,u Poisoning,poisoning u
582,3,94,u Poisoning,poisoning u
583,3,94,u Poisoning,poisoning u
584,3,94,u Poisoning,poisoning u
585,3,95,u Genetics in Pediatric Medicine,genetics in medicine pediatric u
586,3,95,u Genetics in Pediatric Medicine,genetics in medicine pediatric u
587,3,96,u Principles of Human Genetics,genetics human of principles u
588,3,96,u Principles of Human Genetics,genetics human of principles u
589,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
590,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
591,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
592,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
593,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
594,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
595,3,97,u Patterns of Genetic Transmission,genetic of patterns transmission u
596,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
597,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
598,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
599,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
600,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
601,3,98,u Integration of Genetics into Pediatric Practice,genetics integration into of pediatric practice u
602,3,99,u Chromosome Disorders,chromosome disorders u
603,3,99,u Chromosome Disorders,chromosome disorders u
604,3,99,u Chromosome Disorders,chromosome disorders u
605,3,99,u Chromosome Disorders,chromosome disorders u
606,3,99,u Chromosome Disorders,chromosome disorders u
607,3,99,u Chromosome Disorders,chromosome disorders u
608,3,99,u Chromosome Disorders,chromosome disorders u
609,3,99,u Chromosome Disorders,chromosome disorders u
610,3,99,u Chromosome Disorders,chromosome disorders u
611,3,100,"u Dysmorphology, ­Phenotyping, ­and Sequences",and dysmorphology phenotyping sequences u
612,3,100,"u Dysmorphology, ­Phenotyping, ­and Sequences",and dysmorphology phenotyping sequences u
613,3,101,"for the Sonic Hedgehog disorders, RASopathies, craniosynostoses, and chromatin regulatory disorders as examples; disruption of specific steps in this pathway result in a variety of related",a and as chromatin craniosynostoses disorders disruption examples for hedgehog in of pathway rasopathies regulatory related result sonic specific steps the this variety
614,3,100,"u Dysmorphology, ­Phenotyping, ­and Sequences",and dysmorphology phenotyping sequences u
615,3,100,"u Dysmorphology, ­Phenotyping, ­and Sequences",and dysmorphology phenotyping sequences u
616,3,101,u Signaling Pathway Disorders,disorders pathway signaling u
617,3,101,u Signaling Pathway Disorders,disorders pathway signaling u
618,3,101,u Signaling Pathway Disorders,disorders pathway signaling u
619,3,101,u Signaling Pathway Disorders,disorders pathway signaling u
620,3,101,u Signaling Pathway Disorders,disorders pathway signaling u
621,3,102,u Chromatin Regulatory Disorders,chromatin disorders regulatory u
622,3,103,u Genetics of Common Disorders,common disorders genetics of u
623,3,103,u Genetics of Common Disorders,common disorders genetics of u
624,3,104,u An Approach to Inborn Errors of Metabolism,an approach errors inborn metabolism of to u
625,3,104,u An Approach to Inborn Errors of Metabolism,an approach errors inborn metabolism of to u
626,3,104,u An Approach to Inborn Errors of Metabolism,an approach errors inborn metabolism of to u
627,3,104,u An Approach to Inborn Errors of Metabolism,an approach errors inborn metabolism of to u
628,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
629,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
630,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
631,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
632,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
633,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
634,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
635,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
636,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
637,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
638,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
639,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
640,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
641,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
642,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
643,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
644,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
645,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
646,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
647,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
648,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
649,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
650,3,105,u Defects in Metabolism of Amino Acids,acids amino defects in metabolism of u
651,3,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
652,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
653,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
654,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
655,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
656,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
657,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
658,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
659,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
660,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
661,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
662,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
663,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
664,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
665,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
666,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
667,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
668,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
669,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
670,4,106,u Defects in Metabolism of Lipids,defects in lipids metabolism of u
671,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
672,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
673,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
674,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
675,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
676,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
677,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
678,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
679,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
680,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
681,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
682,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
683,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
684,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
685,4,107,u Defects in Metabolism of Carbohydrates,carbohydrates defects in metabolism of u
686,4,108,u Mitochondrial Disease Diagnosis,diagnosis disease mitochondrial u
687,4,108,u Mitochondrial Disease Diagnosis,diagnosis disease mitochondrial u
688,4,108,u Mitochondrial Disease Diagnosis,diagnosis disease mitochondrial u
689,4,108,u Mitochondrial Disease Diagnosis,diagnosis disease mitochondrial u
690,4,109,u Mucopolysaccharidoses,mucopolysaccharidoses u
691,4,109,u Mucopolysaccharidoses,mucopolysaccharidoses u
692,4,109,u Mucopolysaccharidoses,mucopolysaccharidoses u
693,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
694,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
695,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
696,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
697,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
698,4,110,u Disorders of Purine and Pyrimidine Metabolism,and disorders metabolism of purine pyrimidine u
699,4,111,u Hutchinson-­Gilford Progeria Syndrome (Progeria),gilford hutchinson progeria syndrome u
700,4,111,u Hutchinson-­Gilford Progeria Syndrome (Progeria),gilford hutchinson progeria syndrome u
701,4,111,u Hutchinson-­Gilford Progeria Syndrome (Progeria),gilford hutchinson progeria syndrome u
702,4,112,u The Porphyrias 963,963 porphyrias the u
703,4,112,u The Porphyrias 965,965 porphyrias the u
704,4,112,u The Porphyrias 967,967 porphyrias the u
705,4,112,u The Porphyrias 969,969 porphyrias the u
706,4,112,u The Porphyrias 971,971 porphyrias the u
707,4,112,u The Porphyrias 973,973 porphyrias the u
708,4,112,u The Porphyrias 975,975 porphyrias the u
709,4,112,u The Porphyrias 977,977 porphyrias the u
710,4,112,u The Porphyrias 979,979 porphyrias the u
711,4,113,u Hypoglycemia,hypoglycemia u
712,4,113,u Hypoglycemia,hypoglycemia u
713,4,113,u Hypoglycemia,hypoglycemia u
714,4,113,u Hypoglycemia,hypoglycemia u
715,4,113,u Hypoglycemia,hypoglycemia u
716,4,113,u Hypoglycemia,hypoglycemia u
717,4,118,u Fetal Intervention and Surgery,and fetal intervention surgery u
718,4,118,u Fetal Intervention and Surgery,and fetal intervention surgery u
719,4,118,u Fetal Intervention and Surgery,and fetal intervention surgery u
720,4,118,u Fetal Intervention and Surgery,and fetal intervention surgery u
721,4,118,u Fetal Intervention and Surgery,and fetal intervention surgery u
722,4,119,u The High-­Risk Infant 1039,1039 high infant risk the u
723,4,119,u The High-­Risk Infant 1041,1041 high infant risk the u
724,4,119,u The High-­Risk Infant 1043,1043 high infant risk the u
725,4,119,u The High-­Risk Infant 1045,1045 high infant risk the u
726,4,119,u The High-­Risk Infant 1047,1047 high infant risk the u
727,4,119,u The High-­Risk Infant 1049,1049 high infant risk the u
728,4,120,u Transport of the Critically Ill Newborn 1051,1051 critically ill newborn of the transport u
729,4,121,u Clinical Manifestations of Diseases in the Newborn Period,clinical diseases in manifestations newborn of period the u
730,4,121,u Clinical Manifestations of Diseases in the Newborn Period,clinical diseases in manifestations newborn of period the u
731,4,122,u Nervous System Disorders,disorders nervous system u
732,4,122,u Nervous System Disorders,disorders nervous system u
733,4,122,u Nervous System Disorders,disorders nervous system u
734,4,122,u Nervous System Disorders,disorders nervous system u
735,4,122,u Nervous System Disorders,disorders nervous system u
736,4,122,u Nervous System Disorders,disorders nervous system u
737,4,122,u Nervous System Disorders,disorders nervous system u
738,4,123,u Neonatal Resuscitation ­and Delivery Room Emergencies,and delivery emergencies neonatal resuscitation room u
739,4,123,u Neonatal Resuscitation ­and Delivery Room Emergencies,and delivery emergencies neonatal resuscitation room u
740,4,125,u Apnea,apnea u
741,4,126,u Respiratory Distress Syndrome (Hyaline Membrane Disease),disease distress hyaline membrane respiratory syndrome u
742,4,126,u Respiratory Distress Syndrome (Hyaline Membrane Disease),disease distress hyaline membrane respiratory syndrome u
743,4,126,u Respiratory Distress Syndrome (Hyaline Membrane Disease),disease distress hyaline membrane respiratory syndrome u
744,4,126,u Respiratory Distress Syndrome (Hyaline Membrane Disease),disease distress hyaline membrane respiratory syndrome u
745,4,127,u Bronchopulmonary Dysplasia 1085,1085 bronchopulmonary dysplasia u
746,4,127,u Bronchopulmonary Dysplasia 1087,1087 bronchopulmonary dysplasia u
747,4,129,"u Aspiration of Foreign Material (Meconium Aspiration Syndrome, Aspiration Pneumonia)",aspiration foreign material meconium of pneumonia syndrome u
748,4,130,u Persistent Pulmonary Hypertension of the ­Newborn (Persistent Fetal Circulation),circulation fetal hypertension newborn of persistent pulmonary the u
749,4,130,u Persistent Pulmonary Hypertension of the ­Newborn (Persistent Fetal Circulation),circulation fetal hypertension newborn of persistent pulmonary the u
750,4,131,u Diaphragmatic Hernia,diaphragmatic hernia u
751,4,132,u Pulmonary Air Leaks,air leaks pulmonary u
752,4,134,u Digestive System Disorders,digestive disorders system u
753,4,134,u Digestive System Disorders,digestive disorders system u
754,4,135,"u Meconium Ileus, Peritonitis, Intestinal Obstruction, and Gastroschisis",and gastroschisis ileus intestinal meconium obstruction peritonitis u
755,4,136,u Necrotizing Enterocolitis,enterocolitis necrotizing u
756,4,136,u Necrotizing Enterocolitis,enterocolitis necrotizing u
757,4,137,u Jaundice and ­Hyperbilirubinemia in the Newborn,and hyperbilirubinemia in jaundice newborn the u
758,4,137,u Jaundice and ­Hyperbilirubinemia in the Newborn,and hyperbilirubinemia in jaundice newborn the u
759,4,137,u Jaundice and ­Hyperbilirubinemia in the Newborn,and hyperbilirubinemia in jaundice newborn the u
760,4,137,u Jaundice and ­Hyperbilirubinemia in the Newborn,and hyperbilirubinemia in jaundice newborn the u
761,4,137,u Jaundice and Hyperbilirubinemia in the Newborn,and hyperbilirubinemia in jaundice newborn the u
762,4,138,u Blood Disorders,blood disorders u
763,4,139,u Anemia in the Newborn Infant 1119,1119 anemia in infant newborn the u
764,4,139,u Anemia in the Newborn Infant 1121,1121 anemia in infant newborn the u
765,4,140,u Hemolytic Disease of the Fetus and Newborn,and disease fetus hemolytic newborn of the u
766,4,140,u Hemolytic Disease of the Fetus and Newborn,and disease fetus hemolytic newborn of the u
767,4,142,u Hemorrhage in the Newborn Infant 1127,1127 hemorrhage in infant newborn the u
768,4,143,u Nonimmune Hydrops,hydrops nonimmune u
769,4,144,u The Umbilicus,the u umbilicus
770,4,145,u Neonatal Abstinence Syndrome,abstinence neonatal syndrome u
771,4,146,u Fetal Alcohol Spectrum Disorder,alcohol disorder fetal spectrum u
772,4,146,u Fetal Alcohol Spectrum Disorder,alcohol disorder fetal spectrum u
773,4,146,u Fetal Alcohol Spectrum Disorder,alcohol disorder fetal spectrum u
774,4,147,u Infants of Diabetic Mothers 1141,1141 diabetic infants mothers of u
775,4,148,u Epidemiology of Infections,epidemiology infections of u
776,4,148,u Epidemiology of Infections,epidemiology infections of u
777,4,148,u Epidemiology of Infections,epidemiology infections of u
778,4,148,u Epidemiology of Infections,epidemiology infections of u
779,4,148,u Epidemiology of Infections,epidemiology infections of u
780,4,149,u Congenital and Perinatal Infections,and congenital infections perinatal u
781,4,149,u Congenital and Perinatal Infections,and congenital infections perinatal u
782,4,149,u Congenital and Perinatal Infections,and congenital infections perinatal u
783,4,150,u Adolescent Physical and Social Development,adolescent and development physical social u
784,4,150,u Adolescent Physical and Social Development,adolescent and development physical social u
785,4,150,u Adolescent Physical and Social Development,adolescent and development physical social u
786,4,151,u Delivery of Healthcare to Adolescents,adolescents delivery healthcare of to u
787,4,151,u Delivery of Healthcare to Adolescents,adolescents delivery healthcare of to u
788,4,151,u Delivery of Healthcare to Adolescents,adolescents delivery healthcare of to u
789,4,153,u Gender Identity and Transgender Care 1171,1171 and care gender identity transgender u
790,4,153,u Gender Identity and Transgender Care 1173,1173 and care gender identity transgender u
791,4,153,u Gender Identity and Transgender Care 1175,1175 and care gender identity transgender u
792,4,153,u Gender Identity and Transgender Care 1177,1177 and care gender identity transgender u
793,4,153,u Gender Identity and Transgender Care 1179,1179 and care gender identity transgender u
794,4,153,u Gender Identity and Transgender Care 1181,1181 and care gender identity transgender u
795,4,154,"u Gay, Lesbian, and Bisexual Adolescents",adolescents and bisexual gay lesbian u
796,4,154,"u Gay, Lesbian, and Bisexual Adolescents",adolescents and bisexual gay lesbian u
797,4,155,u The Epidemiology of Adolescent Health Problems,adolescent epidemiology health of problems the u
798,4,156,u Violent Behavior 1189,1189 behavior u violent
799,4,156,u Violent Behavior 1191,1191 behavior u violent
800,4,157,u Substance Use Disorder,disorder substance u use
801,4,157,u Substance Use Disorder,disorder substance u use
802,4,157,u Substance Use Disorder,disorder substance u use
803,4,157,u Substance Use Disorder,disorder substance u use
804,4,157,u Substance Use Disorder,disorder substance u use
805,4,157,u Substance Use Disorder,disorder substance u use
806,4,157,u Substance Use Disorder,disorder substance u use
807,4,157,u Substance Use Disorder,disorder substance u use
808,4,159,u Menstruation-Related Disorders,disorders menstruation related u
809,4,159,u Menstruation-Related Disorders,disorders menstruation related u
810,4,159,u Menstruation-Related Disorders,disorders menstruation related u
811,4,160,u Contraception,contraception u
812,4,160,u Contraception,contraception u
813,4,160,u Contraception,contraception u
814,4,160,u Contraception,contraception u
815,4,160,u Contraception,contraception u
816,4,160,u Contraception,contraception u
817,4,161,u Adolescent Pregnancy,adolescent pregnancy u
818,4,161,u Adolescent Pregnancy,adolescent pregnancy u
819,4,161,u Adolescent Pregnancy,adolescent pregnancy u
820,4,162,u Adolescent Sexual Assault 1235,1235 adolescent assault sexual u
821,4,162,u Adolescent Sexual Assault 1237,1237 adolescent assault sexual u
822,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
823,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
824,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
825,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
826,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
