section_id,chapter_id,section_number,title,title_tsv
442,810,159.4,Premenstrual Syndrome and,and premenstrual syndrome
443,811,160.1,Contraceptive Use,contraceptive use
444,812,160.2,Contraceptive Counseling,contraceptive counseling
445,812,160.3,Long-­Acting Reversible Contraception,acting contraception long reversible
446,813,160.4,Other Progestin-­Only Methods,methods only other progestin
447,813,17.5,mcg LNG/day → 7.4,4 7 day lng mcg
448,813,19.5,mcg LNG/day → 9.8,8 9 day lng mcg
449,813,4.4,mm,mm
450,813,3.8,mm diameter,diameter mm
451,813,4.4,mm diameter,diameter mm
452,813,3.8,mm diameter,diameter mm
453,813,160.5,Combined Hormonal Contraceptives,combined contraceptives hormonal
454,815,160.6,Emergency Contraception,contraception emergency
455,816,160.7,Condoms,condoms
456,816,160.8,Other Barrier Methods,barrier methods other
457,816,160.9,Other Contraceptive Methods,contraceptive methods other
458,818,161.1,Abortion,abortion
459,822,11.7,10–14 83.1,1 10 14 83
460,822,114.9,45–54 73.7,45 54 7 73
461,822,46.9,55–64 20.1,1 20 55 64
462,822,7.9,65+ 2.5,2 5 65
463,822,0.0,10–14 0.2,0 10 14 2
464,832,165.1,Severe Combined Immunodeficiencies,combined immunodeficiencies severe
465,834,165.2,Combined Immunodeficiencies,combined immunodeficiencies
466,839,165.3,Thymic Disorders,disorders thymic
467,839,165.4,Inborn Errors of Immunity with a,a errors immunity inborn of with
468,840,166.1,Agammaglobulinemia,agammaglobulinemia
469,841,166.2,"Hypogammaglobulinemia, Transient",hypogammaglobulinemia transient
470,843,166.3,Class Switch Defects,class defects switch
471,844,166.4,Isotype Defects,defects isotype
472,844,166.5,Transient Hypogammaglobulinemia of,hypogammaglobulinemia of transient
473,846,6.5,× 108 cells/kg,108 cells kg
474,846,3.2,× 108 cells/kg,108 cells kg
475,846,3.3,× 108 cells/kg,108 cells kg
476,846,1.8,× 108 cells/kg,108 cells kg
477,846,1.8,× 107 cells/kg,107 cells kg
478,846,1.8,× 109 cells/kg,109 cells kg
479,859,173.1,"Complement Components, Pathways,",complement components pathways
480,859,173.1,"and 173.2). It represents an essential part of immunity, having a",173 2 a an and essential having immunity it of part represents
481,860,173.2,Complement Pathway Deficiencies,complement deficiencies pathway
482,863,174.1,Tregopathies,tregopathies
483,864,174.2,Hemophagocytic Lymphohistiocytosis,hemophagocytic lymphohistiocytosis
484,864,174.3,Epstein-­Barr Virus Susceptibility,barr epstein susceptibility virus
485,865,174.4,Chronic Active Epstein-­Barr Virus,active barr chronic epstein virus
486,866,174.6,Autoimmune Cytopenias,autoimmune cytopenias
487,866,174.5,Very Early Onset Inflammatory Bowel,bowel early inflammatory onset very
488,867,174.7,Autoimmune Lymphoproliferative,autoimmune lymphoproliferative
489,868,174.8,Nuclear Factor-­κB Pathway Defects,defects factor nuclear pathway κb
490,869,175.1,Predisposition to Fungal Infections,fungal infections predisposition to
491,870,175.2,Innate Immunity Defects with,defects immunity innate with
492,871,175.3,Susceptibility to Invasive Bacterial,bacterial invasive susceptibility to
493,872,175.4,Mendelian Susceptibility to,mendelian susceptibility to
494,892,184.1,"and Fig. 184.2). Occupational risks for rhinitis include exposure to allergens (grain dust, insects, latex, enzymes) and irritants",184 2 allergens and dust enzymes exposure fig for grain include insects irritants latex occupational rhinitis risks to
495,893,2.5,"mg, 5 mg",5 mg
496,893,0.5,mg/mL,mg ml
497,894,0.5,mg/mL,mg ml
498,894,0.5,mg/mL,mg ml
499,904,0.25,"mg, 0.5 mg, 1 mg",0 1 5 mg
500,904,0.5,mg,mg
501,904,1.0,mg,mg
502,904,2.0,mg,mg
503,906,1.25,"mg/3 mL, 0.63 mg/3 mL)",0 3 63 mg ml
504,906,0.63,"mg/3 mL, 1.25 mg/3 mL)",1 25 3 mg ml
505,906,0.5,mg/2.5 mL; MDI 18 μg/inhalation),18 2 5 inhalation mdi mg ml μg
506,906,0.3,"mg/kg up to 10 mg every 1-­4 hr as needed, or",1 10 4 as every hr kg mg needed or to up
507,906,0.075,mg/kg (minimum 1.25 mg) every 20 min for 3 Levalbuterol 0.63 mg is equivalent to 1.25 mg,0 1 20 25 3 63 equivalent every for is kg levalbuterol mg min minimum to
508,919,189.1,Hereditary Angioedema,angioedema hereditary
509,922,0.01,"mg/kg, up to 0.3 mg IM in lateral thigh",0 3 im in kg lateral mg thigh to up
510,922,0.1,mg for 7.5-­13 kg,13 5 7 for kg mg
511,922,0.15,mg for <25 kg,25 for kg mg
512,922,0.3,mg for 25 kg or more,25 for kg mg more or
513,922,0.25,"mg/kg, up to 10 mg PO",10 kg mg po to up
514,922,0.01,"mg/kg, up to 0.5 mg IM in lateral thigh",0 5 im in kg lateral mg thigh to up
515,922,0.1,mg for 7.5-­13 kg,13 5 7 for kg mg
516,922,0.15,mg for <25 kg,25 for kg mg
517,922,0.3,mg for 25 kg or more,25 for kg mg more or
518,922,0.01,"mL/kg/dose of 1:1,000 (vial) solution, up",000 1 dose kg ml of solution up vial
519,922,0.25,"mg/kg, up to 10 mg PO",10 kg mg po to up
520,922,1.25,"mg/kg, up to 50 mg PO, IM, or IV",50 im iv kg mg or po to up
521,922,0.83,mg/mL (3 mL) via mask with O2,3 mask mg ml o2 via with
522,927,192.1,Non-­IgE Gastrointestinal Food Allergy,allergy food gastrointestinal ige non
523,932,0.01,M,m
524,932,0.01,M,m
525,936,0.125,mg/kg PO daily,daily kg mg po
526,936,0.8,mg/kg SC once weekly (max,kg max mg once sc weekly
527,944,0.8,mg/kg SC weekly or 0.4 mg/kg SC twice,0 4 kg mg or sc twice weekly
528,944,0.125,mg/kg PO once daily (maximum dose Same as above,above as daily dose kg maximum mg once po same
529,944,2.2,mg/kg/dose SC weekly (maximum dose,dose kg maximum mg sc weekly
530,952,199.1,Neonatal Lupus,lupus neonatal
531,953,200.2,and 200.3). Certain myositis-­specific antibodies are associated,200 3 and antibodies are associated certain myositis specific
532,958,2.4,mg/dL,dl mg
533,960,201.5,"and 201.6). RP is treated with cold avoidance, and pharmacologic interventions are reserved for severe disease. Calcium channel",201 6 and are avoidance calcium channel cold disease for interventions is pharmacologic reserved rp severe treated with
534,963,12.5,years) showing evidence of,evidence of showing years
535,973,210.1,Henoch-­Schönlein Purpura,henoch purpura schönlein
536,976,210.2,Takayasu Arteritis,arteritis takayasu
537,977,210.3,Polyarteritis Nodosa and Cutaneous,and cutaneous nodosa polyarteritis
538,978,210.4,Antineutrophilic Cytoplasmic,antineutrophilic cytoplasmic
539,979,210.11,lists the classification criteria for pediatric-­onset GPA.,classification criteria for gpa lists onset pediatric the
540,980,210.5,Other Vasculitis Syndromes:,other syndromes vasculitis
541,982,211.1,Growing Pains (Benign Limb Pain of,benign growing limb of pain pains
542,982,211.2,Small Fiber Polyneuropathy,fiber polyneuropathy small
543,982,211.3,Diffuse Amplified Pain Syndromes,amplified diffuse pain syndromes
544,983,211.4,Complex Regional Pain Syndrome,complex pain regional syndrome
545,983,211.5,Erythromelalgia,erythromelalgia
546,985,212.1,Chronic Fatigue Syndrome,chronic fatigue syndrome
547,1003,215.1,International Immunization Practices,immunization international practices
548,1012,0.5,mL (720 ELISA,720 elisa ml
549,1012,1.0,"mL (1,440",1 440 ml
550,1012,0.5,mL (25 U),25 ml u
551,1012,1.0,mL (50 U),50 ml u
552,1012,0.5,mL (20 μg,20 ml μg
553,1012,0.5,mL (10 μg,10 ml μg
554,1012,0.5,mL (10 μg,10 ml μg
555,1012,0.5,mL (5 μg,5 ml μg
556,1012,1.0,mL (720 ELU,720 elu ml
557,1012,1.0,mL (720 ELU,720 elu ml
558,1012,0.25,mL,ml
559,1012,0.5,mL,ml
560,1012,0.5,mL,ml
561,1012,0.5,mL,ml
562,1012,0.5,mL,ml
563,1012,0.5,mL,ml
564,1012,0.5,mL,ml
565,1012,0.5,mL,ml
566,1013,0.5,mL,ml
567,1015,0.5,mL,ml
568,1015,0.5,mL10,ml10
569,1017,2.2,mg/kg daily (max: Known safety,daily kg known max mg safety
570,1017,62.5,mg,mg
571,1017,6.5,mg/kg of salt (5,5 kg mg of salt
572,1017,26.3,mg salt (15,15 mg salt
573,1017,0.8,mg/kg of salt,kg mg of salt
574,1017,26.3,mg salt,mg salt
575,1017,0.8,mg/kg of salt,kg mg of salt
576,1030,223.1,Infections Occurring with Primary,infections occurring primary with
577,1031,223.2,Infections Occurring with Acquired,acquired infections occurring with
578,1033,223.3,Prevention of Infection in,in infection of prevention
579,1039,12.5,mg/kg) IV q8h for 5-­14 days,14 5 days for iv kg mg q8h
580,1039,12.5,mg/kg) IV q8h for 5-­14 days; not to exceed 2.5 g,14 2 5 days exceed for g iv kg mg not q8h to
581,1042,2.4,million units/dose),dose million units
582,1042,4.8,million units/dose),dose million units
583,1042,1.9,mEq sodium. Interferes with platelet,interferes meq platelet sodium with
584,1042,1.9,mEq sodium.,meq sodium
585,1047,227.1,Staphylococcus aureus,aureus staphylococcus
586,1049,227.2,Toxic Shock Syndrome,shock syndrome toxic
587,1050,227.3,Coagulase-­Negative Staphylococci,coagulase negative staphylococci
588,1056,229.1,Rheumatic Fever,fever rheumatic
589,1077,37.8,39.2,2 39
590,1079,240.1,and Chapter 215). Available combination vaccines include Pentacel,215 and available chapter combination include pentacel vaccines
591,1083,244.1,Nontyphoidal Salmonellosis,nontyphoidal salmonellosis
592,1086,244.2,Enteric Fever (Typhoid and,and enteric fever typhoid
593,1094,0.8,"μm wide), non–spore-­forming rods (0.5-­5 μm long) that usually",0 5 forming long non rods spore that usually wide μm
594,1096,249.1,Yersinia enterocolitica,enterocolitica yersinia
595,1096,1.97,"per 100,000 population (635% increase compared to 2015, and",000 100 2015 635 and compared increase per population to
596,1097,249.2,Yersinia pseudotuberculosis,pseudotuberculosis yersinia
597,1097,249.3,Plague (Yersinia pestis),pestis plague yersinia
598,1098,7.5,"mg/kg IM or intravenously [IV] every 24 hours; adults, 5 mg/",24 5 adults every hours im intravenously iv kg mg or
599,1098,250.1,Aeromonas,aeromonas
600,1099,250.2,Plesiomonas shigelloides,plesiomonas shigelloides
601,1100,251.1,Pseudomonas aeruginosa,aeruginosa pseudomonas
602,1101,251.2,Burkholderia cepacia Complex,burkholderia cepacia complex
603,1102,251.3,Stenotrophomonas,stenotrophomonas
604,1103,252.3,displays therapeutic options for treatment of tularemia and,and displays for of options therapeutic treatment tularemia
605,1105,2.4,g/day) in 2 divided doses,2 day divided doses g in
606,1106,255.1,Cat Scratch Disease (Bartonella,bartonella cat disease scratch
607,1107,255.2,Bartonellosis (Bartonella bacilliformis),bacilliformis bartonella bartonellosis
608,1108,255.3,Trench Fever (Bartonella quintana),bartonella fever quintana trench
609,1108,255.4,Bacillary Angiomatosis and Bacillary,and angiomatosis bacillary
610,1116,1.5,mg/day PO or 800 mg/day IV. The adult dosage of ciprofloxacin,800 adult ciprofloxacin day dosage iv mg of or po the
611,1126,261.8,and 261.9). Treatment regimens should prioritize administering,261 9 administering and prioritize regimens should treatment
612,1126,2.5,g,g
613,1138,265.1,Yaws (Treponema pertenue),pertenue treponema yaws
614,1139,265.2,Bejel (Endemic Syphilis; Treponema,bejel endemic syphilis treponema
615,1139,265.3,Pinta (Treponema carateum),carateum pinta treponema
616,1143,4.4,mg/kg/day in 2 divided doses,2 day divided doses in kg mg
617,1148,272.1,Trachoma,trachoma
618,1148,272.2,Genital Tract Infections,genital infections tract
619,1148,272.3,Conjunctivitis and Pneumonia in,and conjunctivitis in pneumonia
620,1149,272.4,Lymphogranuloma Venereum,lymphogranuloma venereum
621,1150,274.1,Rocky Mountain Spotted Fever,fever mountain rocky spotted
622,1153,274.2,Mediterranean Spotted Fever or,fever mediterranean or spotted
623,1154,274.3,Rickettsialpox (Rickettsia akari) and,akari and rickettsia rickettsialpox
624,1155,276.1,Murine (Endemic or Flea-­Borne),borne endemic flea murine or
625,1155,276.2,Epidemic (Louse-­Borne) Typhus,borne epidemic louse typhus
626,1159,279.1,and 279.2).,2 279 and
627,1160,2.5,mg/kg/dose bid,bid dose kg mg
628,1160,1.5,mg/kg/day,day kg mg
629,1162,280.1,Neonatal Infections,infections neonatal
630,1162,280.2,Infections in Immunocompetent,immunocompetent in infections
631,1163,1.5,mg/kg/day,day kg mg
632,1163,280.3,Infections in Immunocompromised,immunocompromised in infections
633,1163,1.5,mg/kg/day,day kg mg
634,1166,283.1,Allergic Disease (Hypersensitivity,allergic disease hypersensitivity
635,1166,283.2,Saprophytic (Noninvasive) Syndromes,noninvasive saprophytic syndromes
636,1166,283.3,Invasive Disease,disease invasive
637,1183,0.02,mL/kg,kg ml
638,1183,0.06,mL/kg,kg ml
639,1183,0.06,mL/kg,kg ml
640,1183,0.50,mL/kg,kg ml
641,1183,0.5,mL/kg (maximum dose in both cases is 15 mL/kg) intramuscularly.,15 both cases dose in intramuscularly is kg maximum ml
642,1207,2.4,years following infectious mononucleosis. EBV is associated with,associated ebv following infectious is mononucleosis with years
643,1222,311.1,COVID-­19,19 covid
644,1223,208.4,"in Chapter 208). As of late 2023, there have been >9500 cases and",2023 208 9500 and as been cases chapter have in late of there
645,1227,1.22,(0.70-­2.15),0 15 2 70
646,1227,0.94,(0.83-­1.07),0 07 1 83
647,1227,1.23,(1.16-­1.31)†,1 16 31
648,1227,1.17,(1.12-­1.23)†,1 12 23
649,1227,1.11,(1.08-­1.13)†,08 1 13
650,1227,1.04,(1.02-­1.06)†,02 06 1
651,1227,1.13,(1.05-­1.22)†,05 1 22
652,1227,1.08,(1.05-­1.12)†,05 1 12
653,1227,1.03,(1.01-­1.04)†,01 04 1
654,1227,1.16,(1.10-­1.21)†,1 10 21
655,1227,1.06,(1.04-­1.07)†,04 07 1
656,1227,1.00,(0.99-­1.01),0 01 1 99
657,1227,1.08,(0.90-­1.29),0 1 29 90
658,1227,1.03,(0.99-­1.08),0 08 1 99
659,1227,1.00,(0.98-­1.02),0 02 1 98
660,1227,1.15,(1.10-­1.20)†,1 10 20
661,1227,1.02,(1.00-­1.04)†,00 04 1
662,1227,0.97,(0.95-­0.99)†,0 95 99
663,1227,0.99,(0.93-­1.06),0 06 1 93
664,1227,0.89,(0.86-­0.92)†,0 86 92
665,1227,0.91,(0.89-­0.94)†,0 89 94
666,1227,1.07,(1.04-­1.10)†,04 1 10
667,1227,0.93,(0.92-­0.94)†,0 92 94
668,1227,0.88,(0.87-­0.89)†,0 87 89
669,1227,1.03,(0.97-­1.10),0 1 10 97
670,1227,0.92,(0.90-­0.95)†,0 90 95
671,1227,0.89,(0.86-­0.91)†,0 86 91
672,1227,2.03,(1.61-­2.56)†,1 2 56 61
673,1227,2.39,(1.57–3.65)†,1 3 57 65
674,1227,2.84,(2.39-­3.37)†,2 3 37 39
675,1227,1.66,(1.48-­1.88)†,1 48 88
676,1227,2.69,(1.73-­4.19)†,1 19 4 73
677,1227,1.52,(1.22-­1.91)†,1 22 91
678,1227,1.52,(1.07–2.14)†,07 1 14 2
679,1227,1.38,(1.16–1.63)†,1 16 63
680,1227,1.27,(1.15–1.40)†,1 15 40
681,1227,1.01,(0.57-­1.78),0 1 57 78
682,1227,1.31,(1.13-­1.53)†,1 13 53
683,1227,1.20,(1.09–1.33)†,09 1 33
684,1227,1.47,(1.20-­1.80)†,1 20 80
685,1227,1.28,(1.15-­1.43)†,1 15 43
686,1227,1.10,(1.03–1.19)†,03 1 19
687,1227,1.24,(0.85-­1.81),0 1 81 85
688,1227,1.14,(1.02-­1.28)†,02 1 28
689,1227,1.18,(1.11-­1.24)†,1 11 24
690,1227,1.44,(1.22-­1.70)†,1 22 70
691,1227,1.23,(1.14-­1.32)†,1 14 32
692,1227,1.12,(1.08-­1.17)†,08 1 17
693,1227,1.66,(0.85-­3.23),0 23 3 85
694,1227,1.14,(0.79-­1.64),0 1 64 79
695,1227,1.18,(0.93-­1.48),0 1 48 93
696,1227,0.86,(0.54-­1.36),0 1 36 54
697,1227,1.04,(0.83-­1.31),0 1 31 83
698,1227,1.12,(0.96-­1.31),0 1 31 96
699,1227,1.12,(1.07-­1.18)†,07 1 18
700,1227,1.02,(1.00-­1.05)†,00 05 1
701,1227,0.96,(0.94-­0.98)†,0 94 98
702,1227,0.87,(0.77-­0.98)†,0 77 98
703,1227,0.86,(0.82-­0.91)†,0 82 91
704,1227,0.96,(0.93-­0.99)†,0 93 99
705,1227,0.98,(0.93-­1.04),0 04 1 93
706,1227,0.96,(0.93-­0.98)†,0 93 98
707,1227,0.91,(0.89-­0.93)†,0 89 93
708,1227,0.91,(0.83-­1.00),0 00 1 83
709,1227,0.86,(0.83-­0.88)†,0 83 88
710,1227,0.84,(0.82-­0.85)†,0 82 85
711,1227,0.82,(0.62-­1.08),0 08 1 62
712,1227,0.73,(0.69-­0.77)†,0 69 77
713,1227,0.80,(0.77-­0.83)†,0 77 83
714,1232,314.1,Eastern Equine Encephalitis,eastern encephalitis equine
715,1232,314.2,Western Equine Encephalitis,encephalitis equine western
716,1233,314.4,West Nile Encephalitis,encephalitis nile west
717,1233,314.3,St. Louis Encephalitis,encephalitis louis st
718,1233,314.5,Powassan Encephalitis,encephalitis powassan
719,1233,314.6,La Crosse and California Encephalitis,and california crosse encephalitis la
720,1233,314.7,Colorado Tick Fever,colorado fever tick
721,1233,314.8,Chikungunya Fever,chikungunya fever
722,1233,314.4,Algorithm showing,algorithm showing
723,1234,314.9,Venezuelan Equine Encephalitis,encephalitis equine venezuelan
724,1234,314.10,Japanese Encephalitis,encephalitis japanese
725,1234,314.11,Tick-­Borne Encephalitis,borne encephalitis tick
726,1235,314.12,Zika Virus,virus zika
727,1250,322.7,"for definitions of low and high risk. *For higher-­risk infants, additional virologic diagnostic testing should be done at birth and 2-­6 wk after",2 6 additional after and at be birth definitions diagnostic done for high higher infants low of risk should testing virologic wk
728,1253,32.5,to <40 kg: 400 mg qd,40 400 kg mg qd to
729,1253,0.58,m2 to 0.83 m2: 200 mg,0 200 83 m2 mg to
730,1253,0.84,m2 to 1.16 m2: 300 mg,1 16 300 m2 mg to
731,1256,1.5,mg/kg/dose qd,dose kg mg qd
732,1258,7.5,mg/kg chloroquine phosphate),chloroquine kg mg phosphate
733,1263,7.4,yr,yr
734,1265,1.5,"mg/kg/day IV in 2 divided doses × 3 days, 1.5 mg/kg/day IV in 2 divided doses × 3 days,",1 2 3 5 day days divided doses in iv kg mg
735,1265,1.5,"mg/kg intrathecally daily × 2 days, then 1",1 2 daily days intrathecally kg mg then
736,1265,1.5,"mg/kg intrathecally daily × 2 days, then 1 mg/",1 2 daily days intrathecally kg mg then
737,1266,0.6,mg/kg/day IV in 4 divided doses × 4 days,4 day days divided doses in iv kg mg
738,1266,0.6,mg/kg/day IV in 4 divided doses × 4 days,4 day days divided doses in iv kg mg
739,1270,8.3,mg base/kg (10 mg salt/kg) PO tid × 3-­7,10 3 7 base kg mg po salt tid
740,1270,6.25,mg/kg PO qid × 7 days,7 days kg mg po qid
741,1270,0.5,mg/kg/day PO × 14 days,14 day days kg mg po
742,1270,8.3,mg base/kg (10 mg salt/kg) PO tid × 3-­7 days58,10 3 7 base days58 kg mg po salt tid
743,1270,6.25,mg/kg PO qid × 7 days,7 days kg mg po qid
744,1270,0.5,mg/kg/day PO × 14 days,14 day days kg mg po
745,1270,0.5,mg/kg/day PO × 14 days,14 day days kg mg po
746,1270,0.5,mg/kg/day PO × 14 days,14 day days kg mg po
747,1270,0.5,mg/kg/day PO × 14 days,14 day days kg mg po
748,1270,2.4,"mg/kg/dose IV × 3 days, at 0, 12, and 24 hr",0 12 24 3 and at days dose hr iv kg mg
749,1270,2.4,"mg/kg/dose IV × 3 days, at 0, 12, and 24 hr",0 12 24 3 and at days dose hr iv kg mg
750,1271,6.25,mg/kg PO qid × 7 days,7 days kg mg po qid
751,1271,0.6,mg base/kg/day PO × 14 days,14 base day days kg mg po
752,1271,0.5,mg/kg base (max 30 mg) daily beginning 1-­2,1 2 30 base beginning daily kg max mg
753,1272,0.3,mg/kg base PO (max 30 mg) daily × 21 days,21 30 base daily days kg max mg po
754,1272,0.3,mg/kg base PO daily (max 30 mg) × 21 days,21 30 base daily days kg max mg po
755,1273,1.5,g PO bid is a standard dose for a 100-­lb,100 a bid dose for g is lb po standard
756,1273,1.5,g PO bid is a standard dose for a 100-­lb,100 a bid dose for g is lb po standard
757,1277,328.1,Giardia duodenalis,duodenalis giardia
758,1278,328.2,Balantidiasis,balantidiasis
759,1279,7.5,mg/kg body weight [maximum 400 mg/dose] bid PO) is usually,400 bid body dose is kg maximum mg po usually weight
760,1291,0.5,mg base/kg PO qd × 14 days,14 base days kg mg po qd
761,1291,0.5,mg base/kg PO qd × 14 days,14 base days kg mg po qd
762,1292,334.3,for options and dosing),and dosing for options
763,1292,334.3,for options and dosing),and dosing for options
764,1293,0.5,mg/kg base (0.8 mg/kg salt),0 8 base kg mg salt
765,1293,0.5,mg/kg base (0.8 mg/kg salt),0 8 base kg mg salt
766,1302,4.1,"million disability-­adjusted life-­years, possibly leading all neglected",adjusted all disability leading life million neglected possibly years
767,1303,338.1,Cutaneous Larva Migrans,cutaneous larva migrans
768,1304,337.1,in Chapter 337).,337 chapter in
769,1310,348.1,summarizes the key features of tapeworms that affect children.,affect children features key of summarizes tapeworms that the
770,1310,0.5,× 1-­2 × 0.1 cm in size. Molecular methods can distinguish T. saginata from T. asiatica. Antigen detection tests are increasingly available.,0 1 2 antigen are asiatica available can cm detection distinguish from in increasingly methods molecular saginata size t tests
771,1315,352.1,and 352.4).,352 4 and
772,1315,0.5,L. Disorders that interfere with absorption in the small bowel tend,absorption bowel disorders in interfere l small tend that the with
773,1316,0.1,mg/kg/dose or 3 mg/m2/dose,3 dose kg m2 mg or
774,1317,12.5,mg increments,increments mg
775,1317,0.25,mg/kg/day PO in 1-­3 divided,1 3 day divided in kg mg po
776,1317,0.5,"to 1 mcg/kg subQ once daily,",1 daily kg mcg once subq to
777,1320,4.5,mo in utero,in mo utero
778,1320,5.5,mo in utero,in mo utero
779,1320,7.5,mo,mo
780,1320,6.5,mo,mo
781,1320,4.5,mo in utero,in mo utero
782,1320,4.5,mo in utero,in mo utero
783,1325,13.6,"mg fluoride, respectively. Fluoride varnish should be administered twice a year for preschool children at moderate caries risk and",a administered and at be caries children fluoride for mg moderate preschool respectively risk should twice varnish year
784,1330,364.1,Common Clinical Manifestations and,and clinical common manifestations
785,1330,365.1,Esophageal Atresia and,and atresia esophageal
786,1331,365.2,Laryngotracheoesophageal Clefts,clefts laryngotracheoesophageal
787,1331,365.3,Congenital Esophageal Stenosis,congenital esophageal stenosis
788,1335,369.1,Complications of Gastroesophageal,complications gastroesophageal of
789,1338,373.1,Foreign Bodies in the Esophagus,bodies esophagus foreign in the
790,1338,373.2,Caustic Ingestions,caustic ingestions
791,1340,375.1,Hypertrophic Pyloric Stenosis,hypertrophic pyloric stenosis
792,1341,375.2,Congenital Gastric Outlet Obstruction,congenital gastric obstruction outlet
793,1341,375.3,Gastric Duplication,duplication gastric
794,1342,375.4,Gastric Volvulus,gastric volvulus
795,1342,375.5,Hypertrophic Gastropathy,gastropathy hypertrophic
796,1342,376.1,Duodenal Obstruction,duodenal obstruction
797,1343,376.2,Jejunal and Ileal Atresia and,and atresia ileal jejunal
798,1343,376.3,Malrotation,malrotation
799,1344,377.1,Intestinal Duplication,duplication intestinal
800,1344,377.2,Meckel Diverticulum and Other,and diverticulum meckel other
801,1345,378.1,Chronic Intestinal Pseudoobstruction,chronic intestinal pseudoobstruction
802,1346,378.1,Chronic Intestinal Pseudoobstruction,chronic intestinal pseudoobstruction
803,1348,378.2,Mitochondrial Neurogastrointestinal,mitochondrial neurogastrointestinal
804,1348,378.3,Encopresis and Functional,and encopresis functional
805,1349,1.1,Absent neurons,absent neurons
806,1349,1.2,Decreased numbers of neurons,decreased neurons numbers of
807,1349,1.3,Increased numbers of neurons,increased neurons numbers of
808,1349,1.4,Degenerative neuropathy§,degenerative neuropathy
809,1349,1.5,Inflammatory neuropathies,inflammatory neuropathies
810,1349,1.6,Abnormal content in neurons,abnormal content in neurons
811,1349,1.7,Abnormal neurochemical coding**,abnormal coding neurochemical
812,1349,1.8,Relative immaturity of neurons,immaturity neurons of relative
813,1349,1.9,Abnormal enteric glia,abnormal enteric glia
814,1349,2.1,Muscularis propria malformations††,malformations muscularis propria
815,1349,2.2,Muscle cell degeneration,cell degeneration muscle
816,1349,2.3,Muscle hyperplasia/hypertrophy,hyperplasia hypertrophy muscle
817,1349,2.4,Abnormal content in myocytes,abnormal content in myocytes
818,1349,2.5,Abnormal supportive tissue,abnormal supportive tissue
819,1349,3.1,Abnormal ICC networks†††,abnormal icc networks
820,1349,1.5,g/kg body weight/day,body day g kg weight
821,1349,0.7,g/kg body weight/day,body day g kg weight
822,1350,378.4,Congenital Aganglionic Megacolon,aganglionic congenital megacolon
823,1351,378.7,Megacystis-­microcolon-­intestinal hypoperistalsis syndrome. Single frontal view of newborn female reveals the microcolon,female frontal hypoperistalsis intestinal megacystis microcolon newborn of reveals single syndrome the view
824,1351,378.5,Intestinal Neuronal Dysplasia,dysplasia intestinal neuronal
825,1352,378.6,Superior Mesenteric Artery Syndrome,artery mesenteric superior syndrome
826,1352,379.1,Ileus,ileus
827,1352,379.2,Adhesions,adhesions
828,1352,379.3,Intussusception,intussusception
829,1353,379.4,Closed-­Loop Obstructions,closed loop obstructions
830,1353,380.1,Foreign Bodies in the Stomach and,and bodies foreign in stomach the
831,1353,379.4,Closed-­Loop Obstructions,closed loop obstructions
832,1353,380.1,Foreign Bodies in the Stomach and,and bodies foreign in stomach the
833,1354,380.2,Bezoars,bezoars
834,1356,381.1,Zollinger-­Ellison Syndrome,ellison syndrome zollinger
835,1357,382.1,Chronic Ulcerative Colitis,chronic colitis ulcerative
836,1358,6.75,g/day). Sulfasalazine and the 5-­ASA preparations effectively treat,5 and asa day effectively g preparations sulfasalazine the treat
837,1359,382.2,"Crohn Disease (Regional Enteritis,",crohn disease enteritis regional
838,1363,382.3,Very Early Onset Inflammatory Bowel,bowel early inflammatory onset very
839,1367,385.1,Evaluation of Children with Suspected,children evaluation of suspected with
840,1370,385.2,Other Malabsorptive Syndromes,malabsorptive other syndromes
841,1372,385.4,and 385.5). Magnetic resonance lymphangiography may identify,385 5 and identify lymphangiography magnetic may resonance
842,1372,385.3,Intestinal Infections and Infestations,and infections infestations intestinal
843,1373,385.4,Immunodeficiency Disorders,disorders immunodeficiency
844,1374,385.6,Short Bowel Syndrome,bowel short syndrome
845,1374,385.7,Chronic Malnutrition,chronic malnutrition
846,1375,385.8,Enzyme Deficiencies,deficiencies enzyme
847,1375,0.5,"g/kg of glucose or galactose; if necessary, a second test can be performed using 2 g/kg. Breath hydrogen will rise more than 20 ppm. Biopsy",2 20 a be biopsy breath can g galactose glucose hydrogen if kg more necessary of or performed ppm rise second test than using will
848,1376,385.9,Liver and Biliary Disorders Causing,and biliary causing disorders liver
849,1377,385.10,Rare Inborn Defects Causing,causing defects inborn rare
850,1388,387.10,outline a clinical evaluation plan and management strategy for,a and clinical evaluation for management outline plan strategy
851,1390,387.1,Traveler’s Diarrhea,diarrhea s traveler
852,1394,388.1,Diarrhea from Neuroendocrine,diarrhea from neuroendocrine
853,1396,389.2,Biopsychosocial model,biopsychosocial model
854,1397,389.11,and 389.12). Management of symptoms may include dietary,12 389 and dietary include management may of symptoms
855,1404,392.1,Anorectal Malformations,anorectal malformations
856,1406,392.2,Anal Fissure,anal fissure
857,1406,392.3,Perianal Abscess and Fistula,abscess and fistula perianal
858,1407,392.4,Hemorrhoids,hemorrhoids
859,1407,392.5,Rectal Mucosal Prolapse,mucosal prolapse rectal
860,1414,395.1,Pancreatic Anatomic Abnormalities,abnormalities anatomic pancreatic
861,1415,395.2,Pancreatic Physiology,pancreatic physiology
862,1416,399.1,Acute Pancreatitis,acute pancreatitis
